comment_sentence_id,class,comment_sentence,partition,instance_type,category,pre_sentence
1093,TestRegistrySecurityHelper.java,test for registry security operations,0,0,usage,test for registry security operations
1086,TestProtoBufRpc.java,this test depends on test^proto definition of types in src test proto,0,0,usage,this test depends on test proto definition of types in src test proto
3590,Resources.java,provides utility methods for working with resources in the classpath.,0,0,usage,provides utility methods for working with resources in the classpath
5436,Window.java,will be called whenever the window is maximized,0,0,usage,will be called whenever the window is maximized
618,LoggedTask.java,a @link loggedtask represents a hadoop task that is part of a hadoop job.,0,0,usage,a @link loggedtask represents a hadoop task that is part of a hadoop job
3630,SmoothRateLimiter.java,past underutilization could mean that excess resources are available.,0,0,usage,past underutilization could mean that excess resources are available
5442,Window.java,resize events are fired whenever the client side fires a resize event,0,0,usage,resize events are fired whenever the client side fires a resize event
986,SwiftRestClient.java,@return a snapshot of the statistics,0,0,usage,@return a snapshot of the statistics
5247,VScrollTable.java,example itabpanel just set contained components invisible and back,0,0,usage,example itabpanel just set contained components invisible and back
1474,JavaStreamingTestExample.java,stream arrives as text files in a directory.,0,0,usage,stream arrives as text files in a directory
686,OMNodeDetails.java,builder class for omnodedetails.,0,0,usage,builder class for omnodedetails
5167,VScrollTable.java,@see,0,0,usage,@see
991,SwiftRestClient.java,delete operation.,0,0,usage,delete operation
2140,IMIBackend.java,service for controlling the back end process.,0,0,usage,service for controlling the back end process
3317,MultimapBuilder.java,a builder for a multimap implementation that allows customization of the backing map and value,0,0,usage,a builder for a multimap implementation that allows customization of the backing map and value
1755,CDebugModelPresentation.java,@see idebugmodelpresentation,0,0,usage,@see idebugmodelpresentation
425,EditLogTailer.java,a working proxy is retained across attempts since we,0,0,usage,a working proxy is retained across attempts since we
3048,ClassToInstanceMap.java,"in addition to implementing @code map , the additional type safe",0,0,usage,in addition to implementing @code map the additional type safe
910,StructureGenerator.java,constraints,0,0,usage,constraints
4933,SpacerVisibilityChangedEvent.java,@since 77.13,0,0,usage,@since 77 13
381,DiskBalancerCluster.java,"in other words, an empty inclusionlist is means all the nodes otherwise",0,0,usage,in other words an empty inclusionlist is means all the nodes otherwise
2586,UncallCommandHandler.java,@since 70,0,0,usage,@since 70
1017,TestAddBlock.java,test addblockop is written and read correctly,0,0,usage,test addblockop is written and read correctly
4542,AbstractProperty.java,@link readonlystatuschangelistener s.,0,0,usage,@link readonlystatuschangelistener s
2776,BloomFilter.java,has not actually been put in the @code bloomfilter .,0,0,usage,has not actually been put in the @code bloomfilter
4503,ManagedFilterPipeline.java,pipeline.,0,0,usage,pipeline
2090,ICSourceNotFoundDescription.java,an instance is usually provided by an adapter.,0,0,usage,an instance is usually provided by an adapter
916,StructureGenerator.java,files are randomly placed in the empty directories.,0,0,usage,files are randomly placed in the empty directories
3581,RegularImmutableList_CustomFieldSerializer.java,@author hayward chan,0,0,usage,@author hayward chan
4904,SelectAllEvent.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
3795,SmoothRateLimiter.java,thresholdpermits .,0,0,usage,thresholdpermits
519,FileSystemApplicationHistoryStore.java,supposed to be last writing operation and will close the file.,0,0,usage,supposed to be last writing operation and will close the file
4786,PopupView.java,"is normally used to render the component, and when it is clicked the full",0,0,usage,is normally used to render the component and when it is clicked the full
4785,PopupView.java,the minimized view,0,0,usage,the minimized view
5110,VScrollTable.java,updates first visible row for the case we cannot wait,0,0,usage,updates first visible row for the case we cannot wait
1348,TimelineStorageMonitor.java,this abstract class is for monitoring health of timeline storage.,0,0,usage,this abstract class is for monitoring health of timeline storage
4919,ShouldWriteDataDelegate.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
3107,DescendingMultiset.java,@code entryiterator .,0,0,usage,@code entryiterator
4756,InternalContainerAnnotationForJS.java,annotation enabling using multiple @link javascript @javascript,0,0,usage,annotation enabling using multiple @link javascript @javascript
4548,AbstractProperty.java,status has been changed.,0,0,usage,status has been changed
3789,SmoothRateLimiter.java,thresholdpermits 05 warmupperiod stableinterval,0,0,usage,thresholdpermits 05 warmupperiod stableinterval
2322,MIStack.java,stack info depth 2,0,0,usage,stack info depth 2
1784,CPPDeferredFunction.java,a compiler would resolve it during instantiation.,0,0,usage,a compiler would resolve it during instantiation
4937,TargetDetailsImpl.java,a hashmap backed implementation of @link targetdetails for termina^^^n.,0,0,usage,a hashmap backed implementation of @link targetdetails for termina n
3779,SmoothRateLimiter.java,where coldfactor was hard coded as 3.,0,0,usage,where coldfactor was hard coded as 3
5231,VScrollTable.java,non javadoc,0,0,usage,non javadoc
4519,SpiUtils.java,the result of the binding.,0,0,usage,the result of the binding
703,PartitionResourcesInfo.java,this class represents queue user resource usage info for a given partition,0,0,usage,this class represents queue user resource usage info for a given partition
5417,Window.java,p,0,0,usage,p
2257,MIBreakpointsSynchronizer.java,dsf as not requiring the normal synchronization primitives as everything is,0,0,usage,dsf as not requiring the normal synchronization primitives as everything is
632,LogWebService.java,support only atsv2 client only.,0,0,usage,support only atsv2 client only
5043,VScrollTable.java,to save,0,0,usage,to save
830,RegistryInternalConstants.java,internal constants for the registry.,0,0,usage,internal constants for the registry
4527,AbstractFocusable.java,@since 76,0,0,usage,@since 76
2164,IPropertyChangeParticipant.java,@since 50,0,0,usage,@since 50
4731,GridManyColumnsV7.java,test ui for grid initial rendering performance profiling.,0,0,usage,test ui for grid initial rendering performance profiling
634,LRUCacheHashMap.java,lru cache with a configurable maximum cache size and access order.,0,0,usage,lru cache with a configurable maximum cache size and access order
4144,WrappingScheduledExecutorService.java,#wraptask callable wrap tasks before they are submitted to the underlying executor.,0,0,usage,wraptask callable wrap tasks before they are submitted to the underlying executor
4127,SubscriberTest.java,@author cliff biffle,0,0,usage,@author cliff biffle
1524,KVStore.java,"keys are based on the type name, and always start",0,0,usage,keys are based on the type name and always start
461,EventWatcher.java,event watcher will send the tracked payload event after a timeout period,0,0,usage,event watcher will send the tracked payload event after a timeout period
5447,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,0,usage,@see com vaadin ui panel paintcontent com vaadin server painttarget
2558,TracingConsole.java,@since 21,0,0,usage,@since 21
157,Classpath.java,"with the jar argument, it writes the classpath as a manifest in a jar file.",0,0,usage,with the jar argument it writes the classpath as a manifest in a jar file
4770,MyPickerConnector.java,vaadin^com wiki wiki main lightweight%20calculations%20of%20widget%20l,0,0,usage,vaadin com wiki wiki main lightweight 20calculations 20of 20widget 20l
4739,GridSelectionModel.java,@see abstractselectionmodel,0,0,usage,@see abstractselectionmodel
3758,SmoothRateLimiter.java,ol,0,0,usage,ol
652,MetricsCache.java,cached record,0,0,usage,cached record
3771,SmoothRateLimiter.java,ol,0,0,usage,ol
3803,SmoothRateLimiter.java,allow at normal conditions.,0,0,usage,allow at normal conditions
5215,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,0,usage,com google gwt event dom client blurhandler onblur com google gwt event
990,SwiftRestClient.java,@return a snapshot of the statistics,0,0,usage,@return a snapshot of the statistics
2250,MIBreakpointsSynchronizer.java,this would happen because it,0,0,usage,this would happen because it
3755,SmoothRateLimiter.java,0 thresholdpermits maxpermits,0,0,usage,0 thresholdpermits maxpermits
5223,VScrollTable.java,changes to manage mousedown and mouseup,0,0,usage,changes to manage mousedown and mouseup
4803,PopupView.java,these are unnecessary,0,0,usage,these are unnecessary
1766,CommonBuildTab.java,common utilities for core build launch configuration tabs.,0,0,usage,common utilities for core build launch configuration tabs
2786,BloomFilter.java,it internally uses atomics and,0,0,usage,it internally uses atomics and
2309,MIReverseDebugEnabler.java,@since 42,0,0,usage,@since 42
1514,KVStore.java,"based on jackson, so it supports all the jackson annotations for controlling the serialization of",0,0,usage,based on jackson so it supports all the jackson annotations for controlling the serialization of
415,EditLogTailer.java,manage the active namenode proxy .,0,0,usage,manage the active namenode proxy
800,ReencryptionUpdater.java,processed.,0,0,usage,processed
694,OzoneObj.java,ozone objects supported for acl.,0,0,usage,ozone objects supported for acl
2324,MIStack.java,would both be sent to gdb because the command cache sees them as different.,0,0,usage,would both be sent to gdb because the command cache sees them as different
1650,AddMemoryBlocks.java,p,0,0,usage,p
1480,JavaStreamingTestExample.java,"true, 9932",0,0,usage,true 9932
4955,VaadinPortlet.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
775,Query.java,check if a record matches a query.,0,0,usage,check if a record matches a query
4663,Grid.java,these enums can be used in @link grid#setselectionmode selectionmode,0,0,usage,these enums can be used in @link grid setselectionmode selectionmode
4136,TesterRequirements.java,@author george van den driessche,0,0,usage,@author george van den driessche
1478,JavaStreamingTestExample.java,for example,0,0,usage,for example
3288,ImmutableTable_CustomFieldSerializerBase.java,@author chris povirk,0,0,usage,@author chris povirk
1847,ElementNumberFormatsContribution.java,@since 22,0,0,usage,@since 22
376,DiskBalancerCluster.java,to be processed by diskbalancer.,0,0,usage,to be processed by diskbalancer
125,CapacitySchedulerPlanFollower.java,are available in the cluster.,0,0,usage,are available in the cluster
4602,ButtonRenderer.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
1099,TestRouterWebServiceUtil.java,test class to validate routerwebserviceutil methods.,0,0,usage,test class to validate routerwebserviceutil methods
2760,AtomicDoubleArrayTest.java,unit test for @link atomicdoublearray .,0,0,usage,unit test for @link atomicdoublearray
2630,AbstractCollectionTester.java,base class for collection testers.,0,0,usage,base class for collection testers
574,InfoKeyHandler.java,executes info object.,0,0,usage,executes info object
4814,PopupView.java,but mandatory .,0,0,usage,but mandatory
1612,AbstractCPropertyTab.java,and to handle their events see buttonpressed int,0,0,usage,and to handle their events see buttonpressed int
5057,VScrollTable.java,to detect if the first visible,0,0,usage,to detect if the first visible
697,Parser.java,a class for parsing outputs,0,0,usage,a class for parsing outputs
428,EditLogTailer.java,this mechanism is b very bad b for cases where we care about being i fast i it just,0,0,usage,this mechanism is b very bad b for cases where we care about being i fast i it just
1885,GnuMakefileGenerator.java,@since 12,0,0,usage,@since 12
5395,Window.java,non javadoc,0,0,usage,non javadoc
4649,Grid.java,a grid component for displaying tabular data.,0,0,usage,a grid component for displaying tabular data
5377,Window.java,p,0,0,usage,p
5185,VScrollTable.java,this method has logic which rows needs to be requested from server when,0,0,usage,this method has logic which rows needs to be requested from server when
5205,VScrollTable.java,when changing tabs.,0,0,usage,when changing tabs
4931,SpacerVisibilityChangedEvent.java,event fired when a spacer element is hidden or shown in escalator.,0,0,usage,event fired when a spacer element is hidden or shown in escalator
424,EditLogTailer.java,retries before throwing up our hands.,0,0,usage,retries before throwing up our hands
2336,MIStack.java,if we cache the valid data,0,0,usage,if we cache the valid data
5083,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,0,usage,overridden due table might not survive of visibility change scroll pos
5520,XhrConnectionError.java,@since 76,0,0,usage,@since 76
3639,SmoothRateLimiter.java,"example is when a server has just booted, and it is mostly busy with getting itself up to",0,0,usage,example is when a server has just booted and it is mostly busy with getting itself up to
4612,ClientRpcWriter.java,@since 71,0,0,usage,@since 71
1520,KVStore.java,h3 automatic key management h3,0,0,usage,h3 automatic key management h3
2623,WordIgnoreProposal.java,proposal to ignore the word during the current editing session.,0,0,usage,proposal to ignore the word during the current editing session
1105,TestSaveNamespace.java,cases covered,0,0,usage,cases covered
3306,MapPutAllTester.java,please see @link com^google.common^collect.testing^maptestsuitebuilder .,0,0,usage,please see @link com google common collect testing maptestsuitebuilder
2146,IMSASTDeclspecList.java,"represents a microsoft attribute specifier, introduced by declspec.",0,0,usage,represents a microsoft attribute specifier introduced by declspec
1443,YarnServiceJobSubmitter.java,submit a job to cluster.,0,0,usage,submit a job to cluster
1515,KVStore.java,app defined types.,0,0,usage,app defined types
2253,MIBreakpointsSynchronizer.java,that violated many assumptions in,0,0,usage,that violated many assumptions in
4945,UnknownExtensionConnector.java,widgetset.,0,0,usage,widgetset
367,DiskBalancerCluster.java,semantics of inclusionlist and exclusionlists.,0,0,usage,semantics of inclusionlist and exclusionlists
5109,VScrollTable.java,when changing tabs.,0,0,usage,when changing tabs
5096,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,0,usage,com google gwt event dom client blurhandler onblur com google gwt event
579,ITestAbfsReadWriteAndSeek.java,"test read, write and seek.",0,0,usage,test read write and seek
1527,KVStore.java,p,0,0,usage,p
2839,CacheBuilder.java,li values automatically wrapped in @linkplain weakreference weak or @linkplain,0,0,usage,li values automatically wrapped in @linkplain weakreference weak or @linkplain
2481,SourceLookupTest.java,"designed to run with gdb 74, see comment in makefile for olddwarfflags.",0,0,usage,designed to run with gdb 74 see comment in makefile for olddwarfflags
2028,IBHistoryAction.java,action used for the include browser forward backward buttons,0,0,usage,action used for the include browser forward backward buttons
3829,SmoothRateLimiter.java,"translates to almost empty buffers , which can be filled immediately.",0,0,usage,translates to almost empty buffers which can be filled immediately
3815,SmoothRateLimiter.java,ie for an acquire 15 request naturally takes 3 seconds.,0,0,usage,ie for an acquire 15 request naturally takes 3 seconds
4782,NotEmptyValidatorTest.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
2697,ArbitraryInstances.java,"supplies an arbitrary default instance for a wide range of types, often useful in testing",0,0,usage,supplies an arbitrary default instance for a wide range of types often useful in testing
2405,ProcStatParser.java,@author marc dumais,0,0,usage,@author marc dumais
1809,DefaultEnvironmentContextInfo.java,"used to represent the configuration, project, workspace and eclipse environment contexts",0,0,usage,used to represent the configuration project workspace and eclipse environment contexts
4504,ManagedFilterPipeline.java,@author dhanji@gmail^com dhanji r. prasanna,0,0,usage,@author dhanji@gmail com dhanji r prasanna
3391,MultimapBuilderTest.java,@author louis wasserman,0,0,usage,@author louis wasserman
2772,BloomFilter.java,href http llimllib^github.com bloomfilter tutorial tutorial a may help you understand how,0,0,usage,href http llimllib github com bloomfilter tutorial tutorial a may help you understand how
2142,IMIBackend.java,event indicating that the back end process has started or terminated.,0,0,usage,event indicating that the back end process has started or terminated
2446,SourceLookupTest.java,p,0,0,usage,p
382,DiskBalancerCluster.java,only a given list is processed and exclusionlist is always honored.,0,0,usage,only a given list is processed and exclusionlist is always honored
5295,VScrollTable.java,non javadoc,0,0,usage,non javadoc
2333,MIStack.java,with data or with error.,0,0,usage,with data or with error
1178,TextInputFormat.java,.,0,0,usage,nan
5108,VScrollTable.java,example itabpanel just set contained components invisible and back,0,0,usage,example itabpanel just set contained components invisible and back
4813,PopupView.java,these are unnecessary,0,0,usage,these are unnecessary
741,QuasiMonteCarlo.java,generate points in a unit square,0,0,usage,generate points in a unit square
1523,KVStore.java,keys for each type written to the store.,0,0,usage,keys for each type written to the store
3086,CollectionTestSuiteBuilder.java,@author louis wasserman,0,0,usage,@author louis wasserman
5440,Window.java,non javadoc,0,0,usage,non javadoc
128,CapacitySchedulerPlanFollower.java,differences among existing queues .,0,0,usage,differences among existing queues
1507,KVStore.java,there are two main features provided by the implementations of this interface,0,0,usage,there are two main features provided by the implementations of this interface
4626,DeclarativeValueProvider.java,provides a straightforward mapping between an item and its value.,0,0,usage,provides a straightforward mapping between an item and its value
911,StructureGenerator.java,1,0,0,usage,1
5060,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,0,usage,overridden due table might not survive of visibility change scroll pos
4497,EncounterImpl.java,@author jessewilson@google^com jesse wilson,0,0,usage,@author jessewilson@google com jesse wilson
5389,Window.java,"in vaadin versions prior to 70.0, window was also used as application level",0,0,usage,in vaadin versions prior to 70 0 window was also used as application level
4640,FooterDoubleClickHandler.java,handler for @link griddoubleclickevent s that happen in the footer of the,0,0,usage,handler for @link griddoubleclickevent s that happen in the footer of the
804,ReencryptionUpdater.java,class that encapsulates re encryption details of a file.,0,0,usage,class that encapsulates re encryption details of a file
5432,Window.java,an interface used for listening to window maximize restore events.,0,0,usage,an interface used for listening to window maximize restore events
1577,LocalDiskShuffleDataIO.java,storage and index file functionality that has historically been used from spark 24 and earlier.,0,0,usage,storage and index file functionality that has historically been used from spark 24 and earlier
2681,AbstractMultimap.java,"a skeleton @code multimap implementation, not necessarily in terms of a @code map .",0,0,usage,a skeleton @code multimap implementation not necessarily in terms of a @code map
1512,KVStore.java,"using a @link kvstoreserializer , which can be customized by the application.",0,0,usage,using a @link kvstoreserializer which can be customized by the application
5025,VGridLayout.java,private helper class.,0,0,usage,private helper class
4864,RpcDataProviderExtension.java,implemented as an extension hardcoded to support a specific connector type.,0,0,usage,implemented as an extension hardcoded to support a specific connector type
5201,VScrollTable.java,changes to manage mousedown and mouseup,0,0,usage,changes to manage mousedown and mouseup
2323,MIStack.java,pre,0,0,usage,pre
465,EventWatcher.java,tracking.,0,0,usage,tracking
3059,ClassToInstanceMap.java,@since 20,0,0,usage,@since 20
3390,MultimapBuilderTest.java,tests for @link multimapbuilder .,0,0,usage,tests for @link multimapbuilder
3318,MultimapBuilder.java,collection implementations used in a particular multimap.,0,0,usage,collection implementations used in a particular multimap
1519,KVStore.java,p,0,0,usage,p
2315,MIStack.java,class to track stack depth and debug frames for our internal cache,0,0,usage,class to track stack depth and debug frames for our internal cache
2833,CacheBuilder.java,following features,0,0,usage,following features
5275,VScrollTable.java,@see,0,0,usage,@see
3838,SmoothRateLimiter.java,"and it can grow up to maxstoredpermits, for sufficiently large underutilization.",0,0,usage,and it can grow up to maxstoredpermits for sufficiently large underutilization
5008,VaadinServiceInitListener.java,also provide other ways of discovering listeners.,0,0,usage,also provide other ways of discovering listeners
1166,TestUpgradeDomainBlockPlacementPolicy.java,the test then verifies replicas are placed on the nodes that,0,0,usage,the test then verifies replicas are placed on the nodes that
2411,QtPDOMNameIndex.java,"this is equivalent to the java type map string, list pdomname .",0,0,usage,this is equivalent to the java type map string list pdomname
5157,VScrollTable.java,example itabpanel just set contained components invisible and back,0,0,usage,example itabpanel just set contained components invisible and back
2328,MIStack.java,the same concept is applicable for the stack list frames command with different limits.,0,0,usage,the same concept is applicable for the stack list frames command with different limits
1856,FoldingConfigurationBlock.java,@since 30,0,0,usage,@since 30
1588,StreamHandle.java,this is used by @link org^apache.spark^network.shuffle^oneforoneblockfetcher .,0,0,usage,this is used by @link org apache spark network shuffle oneforoneblockfetcher
500,FederationPolicyException.java,generic policy exception.,0,0,usage,generic policy exception
5054,VScrollTable.java,vertical scroll events we will check if we are reaching the end of area where,0,0,usage,vertical scroll events we will check if we are reaching the end of area where
5032,VLazyInitItemIdentifiers.java,@link droptargetextension#setdropcriteria string,0,0,usage,@link droptargetextension setdropcriteria string
5153,VScrollTable.java,these are used when jumping between pages when pressing home and end,0,0,usage,these are used when jumping between pages when pressing home and end
5100,VScrollTable.java,handles showing context menu on long press from a touch screen.,0,0,usage,handles showing context menu on long press from a touch screen
5439,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,0,usage,@see com vaadin ui panel paintcontent com vaadin server painttarget
1403,WritableComparator.java,a comparator for @link writablecomparable s.,0,0,usage,a comparator for @link writablecomparable s
2765,BaseEncodingBenchmark.java,benchmark for @code baseencoding performance.,0,0,usage,benchmark for @code baseencoding performance
2598,VMHasChildrenUpdate.java,@see vmviewerupdate,0,0,usage,@see vmviewerupdate
5151,VScrollTable.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
923,StructureGenerator.java,"the full name of a file and its size, separated by a blank.",0,0,usage,the full name of a file and its size separated by a blank
671,Node2ObjectsMap.java,this data structure maintains the list of containers that is on a datanode.,0,0,usage,this data structure maintains the list of containers that is on a datanode
5073,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,0,usage,com google gwt event dom client blurhandler onblur com google gwt event
420,EditLogTailer.java,against it.,0,0,usage,against it
4518,SpiUtils.java,the kind of binding.,0,0,usage,the kind of binding
2341,MIStack.java,sub classes must provide the miframe object,0,0,usage,sub classes must provide the miframe object
1371,Utils.java,it provides,0,0,usage,it provides
985,SwiftRestClient.java,get the current operation statistics.,0,0,usage,get the current operation statistics
4577,ApplicationConfiguration.java,@since 70,0,0,usage,@since 70
1479,JavaStreamingTestExample.java,"false, 392",0,0,usage,false 392
5079,VScrollTable.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
658,NativeSingleLineParser.java,this sample parser will parse the sample log and extract the resource,0,0,usage,this sample parser will parse the sample log and extract the resource
5051,VScrollTable.java,on horizontal scrolling we also,0,0,usage,on horizontal scrolling we also
3399,ObjectCountHashMap.java,store key objects and count values.,0,0,usage,store key objects and count values
1199,TimelineDataToRetrieve.java,"or empty, all configurations will be fetched if fieldstoretrieve",0,0,usage,or empty all configurations will be fetched if fieldstoretrieve
2264,MIBreakpointsSynchronizer.java,class to store an event that needs to be performed by the synchronizer,0,0,usage,class to store an event that needs to be performed by the synchronizer
2534,StandardCElementLabelProvider.java,triggers a viewer update when a preference changes.,0,0,usage,triggers a viewer update when a preference changes
1077,TestOmMultipartKeyInfoCodec.java,this class tests ommultipartkeyinfocodec.,0,0,usage,this class tests ommultipartkeyinfocodec
2154,INodeFactory.java,control flow graph node factory,0,0,usage,control flow graph node factory
5434,Window.java,the windowmodechangelistener to a window and,0,0,usage,the windowmodechangelistener to a window and
4947,UnknownExtensionConnector.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
4545,AbstractProperty.java,@link binder,0,0,usage,@link binder
3041,CacheLoaderTest.java,@author charles fry,0,0,usage,@author charles fry
3746,SmoothRateLimiter.java,cold,0,0,usage,cold
517,FileSystemApplicationHistoryStore.java,be invoked first when writing any history data of one application and it will,0,0,usage,be invoked first when writing any history data of one application and it will
427,EditLogTailer.java,p,0,0,usage,p
2259,MIBreakpointsSynchronizer.java,"to resolve this problem, there is some code",0,0,usage,to resolve this problem there is some code
2392,PDOMMacroReferenceName.java,"represents declarations, definitions and references to bindings, except for macros.",0,0,usage,represents declarations definitions and references to bindings except for macros
4915,ShouldWriteDataDelegate.java,delegate used by @link designcontext to determine whether container data,0,0,usage,delegate used by @link designcontext to determine whether container data
699,PartialOutputCommitter.java,interface for an @link org^apache.hadoop^mapreduce.outputcommitter,0,0,usage,interface for an @link org apache hadoop mapreduce outputcommitter
2746,ArrayListMultimapGwtSerializationDependencies.java,a dummy superclass to support gwt serialization of the element types of an @link,0,0,usage,a dummy superclass to support gwt serialization of the element types of an @link
4752,HeaderRow.java,@since 80,0,0,usage,@since 80
1135,TestSwiftFileSystemContract.java,contract which normally means that directories and equal files,0,0,usage,contract which normally means that directories and equal files
9,AbstractContractGetFileStatusTest.java,the tree parameters.,0,0,usage,the tree parameters
1522,KVStore.java,"when using the built in key management, the implementation will automatically create unique",0,0,usage,when using the built in key management the implementation will automatically create unique
4757,InternalContainerAnnotationForJS.java,annotations.,0,0,usage,annotations
868,RMAdminRequestInterceptor.java,"defines the contract to be implemented by the request intercepter classes,",0,0,usage,defines the contract to be implemented by the request intercepter classes
5383,Window.java,or set to be centered using @link #center,0,0,usage,or set to be centered using @link center
4809,PopupView.java,"with @link #ispopupvisible , or get the popupview that produced the",0,0,usage,with @link ispopupvisible or get the popupview that produced the
2748,ArrayListMultimapGwtSerializationDependencies.java,the gwt supersource for this class contains a field for each type.,0,0,usage,the gwt supersource for this class contains a field for each type
537,GetNamespaceInfoResponse.java,api response for listing hdfs namespaces present in the state store.,0,0,usage,api response for listing hdfs namespaces present in the state store
4740,GridSelectionModel.java,@see singleselectionmodel,0,0,usage,@see singleselectionmodel
3644,SmoothRateLimiter.java,"and it can grow up to maxstoredpermits, for sufficiently large underutilization.",0,0,usage,and it can grow up to maxstoredpermits for sufficiently large underutilization
727,QuasiMonteCarlo.java,generate points in a unit square,0,0,usage,generate points in a unit square
5423,Window.java,non javadoc,0,0,usage,non javadoc
3129,EqualsTester.java,p this tests,0,0,usage,p this tests
5381,Window.java,p,0,0,usage,p
4589,BootstrapPageResponse.java,@since 70.0,0,0,usage,@since 70 0
4805,PopupView.java,most of them are not supported in this implementation.,0,0,usage,most of them are not supported in this implementation
12,AbstractContractGetFileStatusTest.java,the tree parameters.,0,0,usage,the tree parameters
5077,VScrollTable.java,simple interface for parts of the table capable of owning a context menu.,0,0,usage,simple interface for parts of the table capable of owning a context menu
4735,GridSelectionModel.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
5080,VScrollTable.java,to detect if the first visible,0,0,usage,to detect if the first visible
5239,VScrollTable.java,non javadoc,0,0,usage,non javadoc
2779,BloomFilter.java,@link #writeto and @link #readfrom methods.,0,0,usage,@link writeto and @link readfrom methods
5072,VScrollTable.java,@see,0,0,usage,@see
4768,MyPickerConnector.java,"https vaadin^com wiki wiki main widget%20styling%20using%20only%20css,",0,0,usage,https vaadin com wiki wiki main widget 20styling 20using 20only 20css
661,NativeSingleLineParser.java,starttime endtime jobinstancename memusage coreusage,0,0,usage,starttime endtime jobinstancename memusage coreusage
1058,TestHDFSServerPorts.java,the correct behavior is br when a specific port is provided the server must either start on that port or fail by throwing @link java^net.bindexception .,0,0,usage,the correct behavior is br when a specific port is provided the server must either start on that port or fail by throwing @link java net bindexception
2638,AbstractListeningExecutorService.java,these tasks are run,0,0,usage,these tasks are run
1767,CommonBuildTab.java,@since 91,0,0,usage,@since 91
5279,VScrollTable.java,@see,0,0,usage,@see
2918,CacheBuilder.java,p see the guava user guide article on a,0,0,usage,p see the guava user guide article on a
2376,MIThreadGroupAddedEvent.java,@since 51,0,0,usage,@since 51
1775,CoreBuildGenericLaunchConfigProvider.java,@since 83,0,0,usage,@since 83
3814,SmoothRateLimiter.java,"at this rate, serving 15 fresh permits",0,0,usage,at this rate serving 15 fresh permits
91,BatchedRequests.java,iterator type.,0,0,usage,iterator type
5047,VScrollTable.java,vscrolltablebody to use the exact same space as non rendered rows would use.,0,0,usage,vscrolltablebody to use the exact same space as non rendered rows would use
1823,DisplayDsfExecutor.java,@since 10,0,0,usage,@since 10
1879,GDBSourceLookup.java,default implementation of @link igdbsourcelookup,0,0,usage,default implementation of @link igdbsourcelookup
659,NativeSingleLineParser.java,skyline.,0,0,usage,skyline
124,CapacitySchedulerPlanFollower.java,it also updates the plan s view on how much resources,0,0,usage,it also updates the plan s view on how much resources
1372,Utils.java,a path filter utility to filter out output part files in the output dir,0,0,usage,a path filter utility to filter out output part files in the output dir
5430,Window.java,non javadoc,0,0,usage,non javadoc
3635,SmoothRateLimiter.java,"translates to almost empty buffers , which can be filled immediately.",0,0,usage,translates to almost empty buffers which can be filled immediately
2835,CacheBuilder.java,li automatic loading of entries into the cache,0,0,usage,li automatic loading of entries into the cache
365,DiskBalancerCluster.java,p,0,0,usage,p
3620,SmoothRateLimiter.java,"at this rate, serving 15 fresh permits",0,0,usage,at this rate serving 15 fresh permits
5097,VScrollTable.java,dom^client.blurevent,0,0,usage,dom client blurevent
2486,SourceLookupTest.java,some of the cdt source lookup features require newer versions of gdb than,0,0,usage,some of the cdt source lookup features require newer versions of gdb than
5297,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,0,usage,com google gwt event dom client focushandler onfocus com google gwt event
5136,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,0,usage,com google gwt event dom client focushandler onfocus com google gwt event
4790,PopupView.java,@author vaadin ltd.,0,0,usage,@author vaadin ltd
1202,TimelineDataToRetrieve.java,confused with configfilters which is used to decide which entities to,0,0,usage,confused with configfilters which is used to decide which entities to
5385,Window.java,p,0,0,usage,p
5413,Window.java,add the,0,0,usage,add the
4918,ShouldWriteDataDelegate.java,@since 75.0,0,0,usage,@since 75 0
450,ErasureCodingPolicyManager.java,this manages erasure coding policies predefined and activated in the system.,0,0,usage,this manages erasure coding policies predefined and activated in the system
2209,LanguageSettingsProvidersSerializer.java,those are for readability of xml only,0,0,usage,those are for readability of xml only
4980,VaadinPortlet.java,not.,0,0,usage,not
5273,VScrollTable.java,user scrolls.,0,0,usage,user scrolls
